size,location_score,age,price,rental_yield
1542.6980635477917,8,45,554924.25575196,0.2686855467101992
2657.4750183038586,3,16,480487.2364455669,0.33734591870643094
1713.5066533871786,9,17,699179.4102959402,0.2784382447776597
1561.8690193747616,9,22,652404.6934009321,0.2828326556919698
2085.392166316497,2,13,388825.6537093016,0.2718230497626931
1281.8484499495253,8,12,603677.1249022209,0.26682166501467364
2604.3939615080794,10,10,842041.3286458777,0.3879396208229883
1149.1012873595416,5,1,454552.41396270605,0.23001269675779987
2973.773873201035,4,32,536684.0301711248,0.37574671856121356
2544.489538593315,10,30,797039.7112304749,0.3773731252771481
1397.4313630683448,5,8,458649.55040116835,0.24496129466634917
1011.0442342472048,4,21,359059.9844792168,0.17816569225444726
2630.9228569096686,8,22,725231.2572617666,0.36547351055336
2413.7146876952343,4,18,501518.6362665595,0.3179272732755689
2458.0143360819748,10,2,817324.1280971534,0.3973505039033682
2542.5406933718914,6,48,557105.9020882099,0.3408734413096167
1148.0893034681808,2,44,241473.60967827126,0.1692437117989302
1716.9314570885454,5,9,500248.4508142459,0.27816745179726493
1231.7381190502595,6,3,531460.3227335981,0.220688135251212
2726.206851751187,5,26,562497.1096120083,0.35941164147049226
2246.596253655116,2,21,371049.9189082418,0.27806004911057997
1661.7960497052984,7,30,556128.578592304,0.25869030412591526
1127.1167005720472,4,28,348485.8863798507,0.1881932780995826
1621.9646434313245,8,36,593495.0417217381,0.27851312618171237
1650.366644053494,7,26,559310.9558626957,0.27694343545079675
2459.2123566761284,7,34,642660.406120171,0.3449691178350773
2275.1149427104265,9,8,757094.8195588697,0.353432804257048
2774.425485152653,1,10,408339.9181167845,0.3259962521762363
1944.4298503238986,10,48,704406.3423168266,0.30167466477736093
1239.1884918766034,6,43,447482.00958224083,0.20052581586963467
2426.48957444599,6,14,629445.3844040206,0.33462272781217234
2521.570097233795,6,40,569808.3770469695,0.35061005952893076
2122.5543951389927,6,15,578262.3585225184,0.3231994758134678
2541.9343599091217,10,17,801054.2689989489,0.4169882522723233
1987.5911927287816,7,18,633176.2341870263,0.3121623876014761
2045.4656587639881,10,32,744156.206848732,0.3337077056225707
1855.0820367170993,6,38,517026.284329432,0.27662792214934756
1050.8382534881903,1,23,214641.11409794522,0.15189155774411253
1215.7828539866089,3,46,280073.63422742084,0.17226109245536417
1062.8583713734686,2,23,263789.3629423805,0.16798506094977828
2272.8208225275607,6,35,551685.4577609136,0.3217156344892618
1628.7119621526533,8,39,581850.2097078704,0.2725453828592015
2017.1413823294056,3,15,412212.0802293118,0.2712712472899832
2815.132947852186,10,24,849085.7344224541,0.4258323094616865
1498.58445829775,8,28,599473.2559287385,0.2603210295985972
1820.7658460712596,8,16,669838.3104096692,0.3000449973329803
2511.1022770860973,5,16,592074.060168064,0.3478610550182905
1457.596330983245,8,40,551718.0707021521,0.26587443023893953
1153.959819657586,6,39,447248.265694489,0.21509735995373833
1579.502905827536,5,6,482370.65381244925,0.25235442739436303
1322.4425745080089,9,2,680018.4323354453,0.25860078213118415
2859.395304685146,7,13,713086.82516711,0.3965446241635552
2616.240759128834,8,44,660752.4144218079,0.37035912998757
2266.807513020847,1,47,275305.5679466736,0.25203851770970376
2742.921180375435,2,9,459895.6327953069,0.3367111574573067
2607.344153798229,8,34,694497.4223702293,0.3858054058364447
1373.1401177720718,9,17,643130.296145862,0.27028880423343493
2785.1179969799555,4,27,517531.4887385985,0.3496059015660135
2078.6844838313013,10,29,734954.045498291,0.343656837477749
2614.8803103281252,10,37,775458.7955745811,0.3938254988617796
2792.1825998469867,9,43,739504.0558695638,0.3939847511682096
1636.0069499437277,4,22,429475.2261213496,0.25032449334603885
1220.1038490553535,10,24,685152.7156507584,0.24172636556738242
1455.8703250838835,10,7,749921.3994621891,0.2968046433060942
1854.2155772525125,10,34,721664.1995768116,0.31269008433903467
2636.029531844986,9,48,719485.7838616655,0.3900599982650316
2721.4611665126868,7,12,703097.5800612351,0.3733996944587624
1013.9042610623814,2,23,260245.9862785373,0.16927618703169348
2021.4946051551315,9,15,705984.3245102261,0.3267567811831588
1834.822006297558,4,33,436370.9345052969,0.2602020597459469
1444.2156209414604,8,13,599112.1722745267,0.263271563390991
1239.7307346673656,7,23,539460.6974305221,0.24374517078766597
1675.230342807256,7,38,542086.9040640426,0.26661223232432446
2885.819407825038,8,32,713686.9688609559,0.39535134113537945
1646.4058640415105,1,45,229954.33070487014,0.21613158385222683
2037.581243486732,5,35,482576.73829965614,0.28345664203243615
2406.037917790356,2,1,431778.4118176274,0.31532161216557864
1727.259204758588,2,47,264911.1438380486,0.22861636416855335
2943.5641654419214,1,45,339701.34525395284,0.32306148844989263
2924.8945898842226,5,5,626380.3459939302,0.39420892183826006
1503.5645916507283,2,13,320486.577987984,0.21942830732375074
1994.4970117847708,4,5,477344.2758500891,0.27147492291643516
1601.7566196335392,3,32,346560.46343982354,0.2274062549301564
1569.6809887549352,3,21,354286.7368548483,0.2229290016330432
1073.7738947090656,2,24,262979.59667266556,0.18157922440022042
2219.128667959794,6,18,598226.660008696,0.33157406195117267
2005.358046457723,2,21,361429.54780773306,0.26442657200490766
1102.9575024999788,8,10,589357.4023401936,0.214882467934596
1557.292928473223,8,24,602380.3224691113,0.2781791528813288
2816.5317719333075,5,40,566114.163379083,0.3540434371458524
1479.1237813339449,10,47,651977.2209581372,0.2831476628540917
1289.7897441824462,7,21,561881.2121860419,0.2368798008425003
1978.905520555126,4,25,436060.1936063913,0.2701996926553106
2971.300908221201,1,23,404029.16364874097,0.3412639117161596
1484.110543023001,2,22,318538.2904019877,0.20370885569031716
2344.2710948117574,10,4,819525.7461619998,0.36895483290803643
2523.239230657435,10,34,781962.6795659886,0.37316374277603104
1475.2750879847993,4,6,441788.9738767443,0.23117267195068258
2456.432697223719,1,28,343522.1721863498,0.30719463650288004
1735.5662654385064,8,31,617153.6171860604,0.29520125854395995
2264.611661187159,9,35,718063.7508647986,0.3570012140569343
2267.0594215217893,4,39,445238.40101065405,0.30917822318007654
2071.5493681495172,10,42,737525.1957962991,0.33896609262491884
1180.5795401088167,3,23,304857.80451688817,0.18199119303177821
2670.6049911784758,2,6,465834.8745737043,0.3299506613579209
1641.5601299434716,5,16,493628.06987011025,0.24789862471644802
1373.0370207997084,3,2,375558.99831943045,0.22441378311544774
1081.5502831095278,10,24,645648.6665511837,0.2367925842200155
2181.7858863764836,7,17,631856.914592051,0.3505820251250087
2355.1287236845646,6,45,549550.9036767491,0.31398378870994575
1033.1756578557124,1,1,247966.575668667,0.17504661137264557
2024.186116598562,8,6,695438.033539428,0.34170161829729695
1452.991550395876,2,5,354676.5926722853,0.21904269353797048
2290.3455808188996,5,45,475387.4386882169,0.3227402789442068
1348.732858009983,9,29,607332.2347691405,0.2584109367148709
2381.875476204932,8,12,713494.571085331,0.36347022202268664
1773.470692601075,2,39,292545.383497032,0.2300913345383155
2873.459977473469,9,47,738542.8485632903,0.409747201439557
1275.0418882919864,5,3,484173.32032410754,0.20781452205211728
1682.132702100517,10,48,671007.106961777,0.29315190496302646
1226.9470424811782,6,1,520404.75004017085,0.24077706473299762
2849.3872365571256,3,27,476570.7482132848,0.3477195660474823
2754.678706761962,3,48,429079.85898993834,0.35106363560180953
1515.8832554303112,10,24,706273.3401677847,0.2908686377124765
2319.968092068358,8,44,671842.6911986516,0.34514202628342483
2634.4444004024317,10,19,828241.0148763641,0.41945440359436076
2110.4016231989244,10,8,806667.1140067875,0.3583344916924413
2059.301156712013,2,44,319794.1115226478,0.2692766809580533
1483.7045818009033,2,47,234092.5648769574,0.20070191988617653
1186.2055356117985,5,2,458949.8352240276,0.2234713613168212
2794.4315159066537,6,30,622232.2587707541,0.3655515399590546
2800.836114326661,2,30,427317.7568705,0.3461482134608109
2266.202914546536,5,49,480722.57737043884,0.29605638455992606
1678.0595820974013,7,39,549009.4722074595,0.26644211556298314
1698.4191492253217,10,45,665242.0669407402,0.3099338993958924
2451.9113577404787,10,32,781679.0605302197,0.37552372304325415
2794.220519905154,8,1,790701.68233737,0.4123999467865976
2774.1728485302347,7,38,641701.6848802641,0.377878561061154
2559.7510917152476,8,13,741181.0234943577,0.37928512049876
2284.0632923085755,9,11,767095.403823708,0.36141173037834123
1168.2799299900976,5,10,434457.7464737904,0.20146622898125183
1323.2574281892275,5,48,389704.5284300206,0.21377717448572356
2797.108377054158,10,26,829298.9776221,0.423052055717834
2212.85811931918,4,20,479522.1850012935,0.295465937803262
1018.3941032332593,9,17,602570.5181010887,0.22891652354368155
1202.9430857320642,5,17,433663.7112118598,0.22092422094538233
2327.0035382161113,2,4,423137.3951481975,0.2980624765047737
1010.1231676924374,10,5,674029.3039114448,0.24943828825475642
1321.6161028349973,8,23,573110.0939131499,0.24184563787764127
2097.4675787331726,7,46,558476.8039388171,0.30611203075608157
2383.7903953853865,8,10,707896.2238860539,0.3546172527504833
2303.922519005201,3,46,391654.95561108115,0.28134249433346564
1448.5386189211195,4,28,397968.96716076107,0.21321205357537729
2424.358442695072,5,33,523330.4128014783,0.33456868052616345
1474.4981749936,6,43,469112.71317444934,0.2226539433337055
1650.7993963185354,1,26,272604.82423669985,0.21474675640981525
2492.982810236048,4,48,452445.3515931582,0.3130670366454147
2299.2657980944296,10,29,776007.0172414047,0.3793892047408243
2698.446820988356,5,27,563611.2305171273,0.3641393819446338
2315.225784600687,7,18,634294.2809181168,0.33012291727401033
2136.6172066709432,5,40,476194.1261516463,0.2880564926017029
1187.349535656185,1,10,251996.43517219744,0.17359582283532296
1735.431606118867,7,42,538329.865215703,0.26693589941534723
1530.404735363451,8,5,650412.2036674435,0.2896232068625533
1487.9792867581673,7,10,559928.0579379906,0.2654973479213357
2946.0211095048912,4,21,536136.3952935084,0.3721686514533619
1786.1954493335209,8,24,615337.2963997877,0.30642851861718723
2784.0931103542266,5,38,554075.8428464613,0.3476357271574157
2262.2772519945256,10,3,806446.6942160622,0.3720725984461581
2589.6226070832968,9,40,732163.552358099,0.38144225235388995
2005.2741862103842,10,31,746057.5178316799,0.3336142733174827
2153.807769252718,5,41,498543.2746594657,0.2638347244080104
1985.0353876377278,1,37,288562.6142801756,0.24339377486736205
1390.485975596089,9,2,678094.4010162706,0.2830758735227176
2444.9042305230105,5,2,573794.0431221189,0.33336494337941075
1561.5447248817115,6,39,471835.05250507034,0.22482471962366105
1048.6319328629077,4,49,316631.5507556525,0.16358583745751246
2290.9445918143356,6,42,541197.5584930363,0.3160596398629285
1354.2213588140978,8,44,547178.9299810225,0.2423168247837324
2880.9171687058288,3,34,464520.1094265711,0.3314206522959692
2907.857154005175,5,42,572597.7430497142,0.3718178990621309
2829.728780440897,2,20,432828.2703958976,0.35326164543935984
1740.3174005108888,2,33,308699.395448402,0.2370998063258475
1030.913233057735,7,4,556173.7089167726,0.23330975678273352
2856.637125175451,10,45,814079.2072814987,0.401033976121561
1856.3682966346287,10,44,690688.8086480765,0.32242745274515466
2933.3096380873394,10,11,880939.0224701178,0.42849275803082837
2927.2399541785057,6,42,602401.3454826196,0.38961639495448047
2706.01891093472,4,47,490373.4897792592,0.3297283775176947
1588.8977841391713,5,5,516184.4489312099,0.2599100096732132
1770.1954572038505,1,25,268123.5967350079,0.23987141583906074
2702.273343033714,7,49,628761.9693922217,0.37505669759305504
1633.8440103125554,8,37,600517.2663089734,0.2656616374576195
1338.985493372185,9,34,612955.8754609876,0.24550970878485076
2113.6025249167005,8,9,698837.3968936016,0.3446236561708376
2872.309548321562,5,6,631231.1274385897,0.3974256332717088
2392.059593349946,3,18,473302.4606928924,0.3145039542302956
2140.12234017873,10,14,766302.2168258738,0.351900504338481
1194.352987541537,9,19,630876.1637336051,0.25035399925682256
2230.0144533983394,6,14,582498.9113206306,0.3303258866546089
2980.1077002085267,5,40,568148.750798187,0.3771152135075066
1280.168030473048,3,17,336188.22302148386,0.19030399665237274
2036.6593047274735,6,35,531116.7582790814,0.3068033161343782
2754.746143855911,3,29,458733.14099873585,0.3597574758753754
2481.537235508409,10,42,765707.3980821978,0.3914192717360226
2394.031481990536,6,17,616142.0899008885,0.3191914944021835
2404.9681679742184,4,43,450769.46892309963,0.3205566372086288
1718.9823024395105,2,8,370204.4523012365,0.24368022757595262
1587.1836885289867,8,1,667157.9369329899,0.28164555613068254
2618.7223109570273,4,45,492212.92128527106,0.30975040481634747
2620.226789358361,9,36,744136.2490564104,0.38288631041301513
2734.1446371602074,7,7,708798.023299708,0.39355127935469697
2826.4811051129427,2,46,374795.73854585877,0.318579561606562
2022.6847977218756,4,5,484451.6085562571,0.30209105459597185
2003.0325893743993,5,24,500224.2290424475,0.30038345331618
2596.5903579335504,3,28,452763.9654817397,0.33033819505008283
2299.9278615555304,9,43,717480.0101780181,0.3347646358176057
2403.9337545154067,5,17,554323.6076359763,0.3292726207760479
2591.585338872202,2,37,367475.00099451415,0.3178954627418292
2780.0106836351324,3,20,494646.771931292,0.3545784781806086
1675.9903137030715,9,3,717664.0137730003,0.2991087399875181
1751.1659052798882,7,37,546527.2934835901,0.27109268354898164
1187.963879681738,2,26,288073.0925457,0.16854822834540256
2156.560281992348,9,15,716689.8176518055,0.345327144056405
1071.884547593484,4,48,323683.0257552271,0.1683215623018792
1931.1960362649202,9,8,724208.6365857117,0.3224303014432722
2085.2892694151533,2,13,373024.7491587224,0.27065275014502593
1573.0825042565689,10,48,685312.2332050311,0.2837081660865091
2181.6665211380214,4,3,519533.61941671494,0.3175371803376076
1061.000499878099,5,1,451115.6631558295,0.18778732743683163
1074.6963774984288,2,9,286282.00086118036,0.18516227088102039
2645.2011213193164,10,31,805274.3004856338,0.39154695479153184
1720.381282822526,1,41,235418.49312306894,0.2301431955356162
1254.1210253037696,7,26,536408.1877764651,0.23914407287320916
2044.4865201096088,10,17,771325.5059415867,0.3514220336167292
2539.9871061972217,1,34,346174.35513669276,0.29595856405311405
1431.6420549936863,8,9,627243.4689493353,0.289294446401499
2245.7809516380003,3,13,457276.44515554345,0.29777204422376413
1170.694929987536,10,5,720524.5905162183,0.2796864672059664
1103.3634423372155,6,41,445145.64255637856,0.19409101536021722
2062.7092631362957,7,13,635180.3931898323,0.326936862835421
2081.270243220213,10,1,797461.5534656106,0.3766088320743445
2274.8598029964132,1,25,325760.15762435686,0.26650624515958665
2452.182667445323,6,47,550956.8880517528,0.33663086842994394
2951.7041589250694,7,4,731438.3275117208,0.4061066666545816
2032.6006966023906,6,36,523858.5274302035,0.2995566954352706
1645.9129458824918,4,10,446336.3002803533,0.2685311797685527
2590.3723895374073,1,28,343204.16257266345,0.2957030476457902
1541.6645025241485,9,6,680392.445345689,0.2927265303735919
1877.9428414112722,4,27,416849.9258265437,0.2559495715610854
1156.912762684532,7,12,546494.6432168074,0.22839846313427556
1050.701486830915,7,48,462482.62846457126,0.20728241220097815
2925.29682935585,2,3,483282.9279031867,0.35804800003107107
2671.9602410244115,1,46,335138.3368601277,0.319935163926397
2391.9484121873957,8,33,663206.747645519,0.3575282775384542
1817.90588882854,8,10,665599.3299560728,0.2935564729083527
1346.5886401416915,7,31,523200.49761852395,0.2423568093635007
1312.874085342172,8,15,593880.6051474895,0.2683985870484355
1500.4857963291906,3,7,381123.155334954,0.2319727217507015
2098.453329412241,2,36,332150.3731406797,0.26445294338728415
2429.1918454001247,7,14,667446.724230627,0.35294386447977916
2320.3947534354625,8,48,641973.7640801017,0.33706920813363744
1559.8677938918856,1,14,273722.8410740426,0.20909519683205843
2909.730561326388,10,3,877852.0108914624,0.4150136638921277
2475.793833391537,9,49,700951.6046244213,0.367716368619329
2108.7081050228016,4,46,402353.2988271956,0.28783778893772705
2223.4414924687044,4,3,516687.72391129314,0.30336485253710205
1839.2001248555798,3,22,405537.76733077486,0.25524484871069136
1495.4619790023148,6,19,504506.5651981016,0.2535823139374821
1711.945357302523,1,35,249425.98412950282,0.22179750778801877
2515.692220928738,6,12,637814.8395858983,0.35569265613408363
1028.7869772595118,2,5,300425.4311367027,0.17577506679077445
1232.1452810138326,9,10,653832.9189186317,0.24659857379946734
1092.0052840435055,2,41,226615.24314371616,0.14855796498673568
1081.4576046379402,7,33,479790.18471011234,0.21595723054867663
2710.921168022014,1,13,400003.64501117944,0.32229617499821067
2407.3157187600473,7,35,607297.8217518907,0.32742446334728736
1948.3476581746504,5,32,460182.91709625314,0.2823097338601786
1195.668321302003,8,11,607647.8628246996,0.23131931199233
1983.2317502336646,4,48,406193.03800729755,0.2913492822031506
1946.9435415611315,10,38,727491.7111066917,0.3039330795676498
1346.4037398200303,7,24,529275.2774426563,0.24316715612451476
1867.7032984759462,6,35,521433.9695093506,0.26810884630676235
1797.009468794747,5,19,487310.2678931459,0.27935963246793094
2231.700196104433,4,6,507897.59308082575,0.30614117756178394
2270.1873017352873,7,40,606756.2714154243,0.33714705825132374
1090.608019544089,5,45,367562.8890223949,0.19423417608740123
1749.2252292529424,5,44,429958.6650043661,0.24224500190366482
2251.719831428473,1,42,277516.7989217318,0.25689866457307664
2006.2725171601755,2,35,334234.1454746222,0.24968205588105533
2712.9796823766446,5,4,623892.7299119328,0.3686226539864383
2317.38726323789,3,33,407907.44242328877,0.2932741884997276
1325.8688541628594,2,13,313476.67476337834,0.20336799371976103
1141.1374948008597,4,36,332685.9629927512,0.18845326946657423
2284.838556412631,4,43,449976.8786742229,0.29085735542649205
1053.0226210832436,4,19,367631.4067549389,0.1766777342303536
2171.5511625469267,4,43,433833.4779803245,0.2774961753371273
2880.460482849915,3,12,507071.94480186875,0.3653459785631781
2150.948355751758,7,11,646670.3442100444,0.3276641112528424
1776.339852413044,9,6,709657.112827958,0.3354371278223957
2286.5764368847063,5,12,550520.9087671211,0.3226552102322454
1916.5057809830332,4,27,422474.3016328249,0.2700378820926856
2091.23357863187,2,41,319401.836254669,0.24061299603964104
2882.9296175530503,2,25,433038.0087260597,0.33241236675086017
1772.2052756015485,5,42,446348.6226865422,0.24500651335457543
2922.381127647828,7,3,742194.6705205615,0.40540780616339306
2810.7012839121276,10,3,868990.8106269919,0.4147477561707888
1391.5822695785928,10,20,697513.7815755699,0.2676089338074916
1138.7226017503308,9,28,624736.1128196442,0.24652163335473973
1201.5560027548534,7,23,525466.6859063336,0.2200569755839794
1036.4436513030994,5,48,352275.44068627094,0.17923423895039103
1188.8859215118568,10,3,696092.1045492928,0.27330999529370514
2366.0135468327135,10,42,744062.1295495791,0.3750675541744438
1142.3772969204579,10,24,657309.0335112743,0.2551629709974163
1637.9512605875225,6,43,497573.86326275603,0.25582253835462154
2689.750621938909,3,40,430490.486970961,0.33874783243659595
1046.5438714716518,5,6,443164.8164305477,0.2057970450137999
2628.9369651778716,8,20,726601.2721065759,0.39324795086191827
1563.7095495467997,1,11,295436.2042048691,0.18943702983073704
1236.3296552433126,1,32,209713.20794292394,0.16679617001462324
2393.4743307283015,7,27,630244.2879968231,0.3464043078536458
2257.885693559768,5,21,528023.203840178,0.3141097267106248
2754.944027054106,5,44,541058.2026322088,0.35472640763787483
2470.142087607772,1,48,294170.81418537896,0.2789308815170862
2606.961860769697,9,13,773654.3746495821,0.4020859612714574
1564.069145142613,1,22,257301.8712959573,0.20005122757503305
1354.8790875594457,5,35,402243.065343918,0.21581047888438934
2501.2295032817165,10,47,774629.1161733777,0.39106332697053053
2613.669478534528,9,22,773332.4749541666,0.40341133824027403
2981.010284001347,4,28,558309.4668342804,0.3756773727555212
1825.235353822853,8,21,645377.8957496901,0.29565465326307294
1744.0361715855663,6,46,497649.5474589822,0.24506088674096085
2552.8259214839936,3,18,472957.23878895846,0.3249690864367408
1681.6070805060358,4,31,413422.52126055694,0.2477425024288003
2861.5146512071296,2,46,372814.2748553012,0.32593985050712293
2716.8255036860237,1,37,338539.2543988405,0.3132418378433796
1857.9880547500366,8,21,644168.0832275634,0.3018144154229319
2501.7421355829947,1,14,372786.0912061984,0.28595226431726034
2509.0857481693647,1,25,350144.76463020814,0.29958023700741576
1206.2477376718653,4,27,371154.7265380936,0.20147567183450765
2805.105813359133,10,40,805452.6107152132,0.41210477515040406
2010.5047448957143,10,23,763701.6326604498,0.35567545215896157
2652.9149322154835,6,31,609981.4284325897,0.35657282253145695
1640.0992020612234,9,47,632050.7942018972,0.2764967572435125
2791.0464569924006,1,29,383226.9818735048,0.3462692475963724
1778.4033574683262,7,47,535586.9802355863,0.2618529062124157
1021.6753029605967,10,30,662984.0181817027,0.23096932704508744
2810.763952838527,5,26,592669.7006330688,0.3716862277941312
1182.573353572267,8,20,570187.8263125713,0.24951004487146025
1638.6272751808297,7,38,541788.7608286559,0.27421108474821193
2900.12393410161,4,19,533586.2119910048,0.36011358642363683
2901.214293875112,4,27,519379.44657068775,0.3828978815953268
2146.875776246572,6,25,559692.6343212996,0.3168281802960304
2263.6744243395988,6,40,537612.9931473223,0.30817373988316765
1896.8910439566396,9,38,658755.6748949214,0.30333709982412904
1586.421543396129,5,23,465927.09296357876,0.2478576214099429
1657.3290907398318,8,29,619985.8121324806,0.3027561482134178
2345.036912154077,5,15,566221.2105801387,0.32912817179041914
2504.74905887536,2,3,448606.84325721575,0.34040652106775454
2583.158087451697,6,10,627444.6145545485,0.37209668259595674
2579.236285589108,9,15,772349.7473459132,0.3778006438366936
1182.4122060973807,3,16,342613.0538638102,0.20431632475196052
1988.840609405163,1,17,306622.8959251128,0.24094254692031677
1115.1175200332887,1,19,210842.58462769032,0.15586063369222647
2099.0577646474712,3,11,442828.9477207887,0.2871633071509508
1883.0610027467542,10,48,691822.4739088303,0.31402174872515093
2775.4083655165996,5,5,615431.6461535888,0.3839749809101325
1701.8300251041574,3,5,421281.0218669392,0.25270022183705393
1234.1340328552117,9,14,656301.4841220248,0.2552341203775015
1285.9833641056716,8,26,594409.5163179602,0.26258759795683473
2523.0212634349446,3,8,479788.00844343036,0.3235567401520362
2236.4361266325222,9,5,767940.9484721532,0.3511433662596904
1202.2453522455805,6,7,506414.6199301316,0.23135752648388092
1168.2136122299949,7,16,538204.519540453,0.22863952743008598
2401.93826291824,4,14,500850.0145339749,0.3256475889096148
1145.526012728387,4,37,326527.8679284866,0.19343421575691971
2643.7201185807126,2,41,381969.85049578326,0.312021083561352
2412.4844543129925,5,4,574823.3195315583,0.3578345343980844
1162.6975612837996,8,36,553651.8323338928,0.2309196214265127
1169.6754281703838,7,48,455960.76914345234,0.20846360650672463
2973.279157002351,7,17,699145.9068277724,0.4147237081498416
1748.5415915122408,6,47,476687.5343987355,0.26049934654075396
1741.2842941337817,3,36,336747.6793540491,0.2372613976097188
2625.599134515005,5,6,617319.9447724738,0.3484985891606454
2894.4971547677173,1,16,405620.54173740884,0.3315217807248152
2972.002127645742,7,29,683172.2057109339,0.4133161161337081
2506.756370517883,9,36,733355.2773080515,0.36033206253949507
1752.5191710618315,1,38,258090.40246639057,0.21502815477609682
1167.0014333973375,2,37,244769.7323505766,0.17145864971826016
2554.2938318548736,3,48,408748.46825656673,0.32555964333671134
2116.80849947161,3,48,355846.12070011976,0.2628680738262374
1848.4440184939526,8,10,671153.4950386074,0.3174333963981505
2812.708770189472,7,41,663437.9079208091,0.379565629538238
1222.3949646123026,6,36,448042.29891255737,0.19243829742462665
1985.2502085817182,10,29,732037.1658550616,0.3344857787365306
1022.7072895348381,10,14,676085.6866284907,0.2446016540167594
1937.3212839882526,4,4,485758.62733883085,0.2859833451230355
1112.6065513636747,9,44,561097.131310627,0.22283415785666444
1237.6358325361439,1,42,184736.69626153476,0.15740333402463264
1235.0524935542098,2,36,269390.1070352036,0.18751594393647184
2298.420604232127,4,45,426366.51175212173,0.2939805944382476
2492.0897585308467,3,13,466302.77231884043,0.30357467213046374
2166.7375301943193,1,46,265186.61927419435,0.25857819750285865
2924.345096949084,5,18,597831.5112729922,0.3920601556615466
1749.741159047408,7,33,554519.3519631455,0.28701175208596025
1571.4241725637214,2,21,319626.2382709848,0.21048908779988065
2737.1982563789206,5,16,604805.4509441034,0.3657221150564217
1447.1916770389053,6,15,516752.38364317367,0.25253194360485864
2926.445078881223,7,5,725800.6896764869,0.4197836346948927
1024.3089493796326,1,6,255830.04639686653,0.16445169878549637
2939.757653415278,7,38,647290.1301314861,0.40273200220216016
1086.3198239011522,4,3,409366.7639182368,0.1898105074891163
